Transaction_ID,Order_Date,Product_ID,Product_Name,Category,Unit_Price,Quantity,Total_Sales,Customer_ID,Store_ID,City,Payment_Method,Month
T1278,23-03-2024,P1003,Cooking Oil,Grocery,104,5,520,C430,S02,Delhi,UPI,3
T1279,10-04-2024,P2002,Soap,Personal Care,148,2,296,C750,S03,Mumbai,UPI,4
T1280,17-02-2024,P2002,Soap,Personal Care,293,10,2930,C614,S02,Chennai,UPI,2
T1281,15-11-2024,P1003,Cooking Oil,Grocery,357,3,1071,C837,S03,Chennai,Cash,11
T1282,24-11-2024,P1001,Rice,Grocery,43,2,86,C889,S03,Kolkata,Cash,11
T1283,23-11-2024,P5001,Soft Drink,Beverages,336,7,2352,C131,S04,Kolkata,UPI,11
T1284,05-05-2024,P2002,Soap,Personal Care,267,5,1335,C924,S04,Delhi,Card,5
T1285,13-08-2024,P1002,Wheat Flour,Grocery,100,1,100,C525,S04,Bangalore,Cash,8
T1286,09-06-2024,P3001,Biscuits,Snacks,93,10,930,C982,S03,Kolkata,Card,6
T1287,08-07-2024,P3002,Chips,Snacks,409,3,1227,C627,S01,Delhi,Cash,7
T1288,18-08-2024,P4001,Milk,Dairy,156,2,312,C353,S02,Hyderabad,Cash,8
T1289,11-11-2024,P2002,Soap,Personal Care,462,7,3234,C528,S02,Mumbai,Card,11
T1290,22-03-2024,P5001,Soft Drink,Beverages,117,6,702,C610,S04,Bangalore,Card,3
T1291,20-07-2024,P4001,Milk,Dairy,66,1,66,C617,S04,Mumbai,Cash,7
T1292,26-01-2024,P5001,Soft Drink,Beverages,44,6,264,C388,S04,Chennai,UPI,1
T1293,05-01-2024,P4001,Milk,Dairy,294,5,1470,C967,S01,Bangalore,Cash,1
T1294,25-07-2024,P2002,Soap,Personal Care,411,6,2466,C474,S01,Bangalore,Cash,7
T1295,04-07-2024,P5001,Soft Drink,Beverages,119,9,1071,C666,S03,Hyderabad,Card,7
T1296,08-10-2024,P4002,Butter,Dairy,411,8,3288,C386,S01,Mumbai,Cash,10
T1297,22-06-2024,P3002,Chips,Snacks,426,6,2556,C671,S03,Mumbai,Cash,6
T1298,13-09-2024,P5001,Soft Drink,Beverages,225,9,2025,C141,S01,Hyderabad,Cash,9
T1299,21-08-2024,P3001,Biscuits,Snacks,285,8,2280,C252,S02,Delhi,UPI,8
T1300,11-11-2024,P3001,Biscuits,Snacks,221,3,663,C857,S03,Chennai,Card,11
T1301,07-09-2024,P4002,Butter,Dairy,292,9,2628,C825,S03,Bangalore,Cash,9
T1302,26-02-2024,P3001,Biscuits,Snacks,364,6,2184,C526,S03,Kolkata,UPI,2
T1303,15-05-2024,P1001,Rice,Grocery,262,10,2620,C771,S02,Kolkata,Cash,5
T1304,25-09-2024,P5001,Soft Drink,Beverages,107,8,856,C744,S04,Mumbai,UPI,9
T1305,24-12-2024,P2001,Shampoo,Personal Care,313,1,313,C212,S02,Hyderabad,Card,12
T1306,30-07-2024,P3001,Biscuits,Snacks,97,7,679,C807,S02,Bangalore,UPI,7
T1307,01-02-2024,P5001,Soft Drink,Beverages,466,8,3728,C822,S02,Chennai,Cash,2
T1308,01-09-2024,P4002,Butter,Dairy,359,6,2154,C638,S04,Delhi,Cash,9
T1309,06-10-2024,P4001,Milk,Dairy,195,9,1755,C462,S03,Chennai,Card,10
T1310,12-10-2024,P2001,Shampoo,Personal Care,162,4,648,C405,S02,Delhi,Card,10
T1311,02-09-2024,P2001,Shampoo,Personal Care,182,8,1456,C457,S03,Delhi,Cash,9
T1312,21-07-2024,P5001,Soft Drink,Beverages,214,9,1926,C938,S03,Mumbai,Card,7
T1313,10-02-2024,P1001,Rice,Grocery,385,5,1925,C454,S04,Kolkata,Card,2
T1314,02-10-2024,P4001,Milk,Dairy,123,4,492,C377,S03,Mumbai,Cash,10
T1315,04-05-2024,P5001,Soft Drink,Beverages,142,10,1420,C151,S02,Kolkata,Cash,5
T1316,18-06-2024,P1001,Rice,Grocery,231,2,462,C834,S04,Hyderabad,UPI,6
T1317,21-03-2024,P1003,Cooking Oil,Grocery,301,1,301,C516,S04,Bangalore,UPI,3
T1318,26-05-2024,P2001,Shampoo,Personal Care,184,5,920,C761,S01,Hyderabad,UPI,5
T1319,20-01-2024,P5001,Soft Drink,Beverages,293,4,1172,C279,S04,Mumbai,Cash,1
T1320,28-05-2024,P3002,Chips,Snacks,115,8,920,C997,S01,Hyderabad,Card,5
T1321,20-06-2024,P5001,Soft Drink,Beverages,74,10,740,C391,S04,Kolkata,UPI,6
T1322,09-03-2024,P4002,Butter,Dairy,475,8,3800,C971,S04,Delhi,Cash,3
T1323,22-08-2024,P1002,Wheat Flour,Grocery,103,6,618,C763,S03,Kolkata,Cash,8
T1324,31-05-2024,P1001,Rice,Grocery,424,6,2544,C681,S02,Mumbai,UPI,5
T1325,16-06-2024,P3002,Chips,Snacks,283,7,1981,C188,S04,Kolkata,Cash,6
T1326,14-06-2024,P1003,Cooking Oil,Grocery,264,3,792,C354,S01,Delhi,Card,6
T1327,16-05-2024,P2001,Shampoo,Personal Care,405,8,3240,C437,S03,Chennai,UPI,5
T1328,30-11-2024,P5001,Soft Drink,Beverages,153,1,153,C468,S02,Hyderabad,UPI,11
T1329,22-03-2024,P1002,Wheat Flour,Grocery,177,8,1416,C515,S03,Kolkata,Cash,3
T1330,23-04-2024,P2002,Soap,Personal Care,334,6,2004,C324,S02,Bangalore,Cash,4
T1331,31-07-2024,P4001,Milk,Dairy,211,10,2110,C818,S04,Chennai,UPI,7
T1332,01-11-2024,P2001,Shampoo,Personal Care,368,4,1472,C994,S01,Chennai,Card,11
T1333,15-10-2024,P4002,Butter,Dairy,59,6,354,C214,S01,Chennai,UPI,10
T1334,17-03-2024,P2001,Shampoo,Personal Care,294,10,2940,C268,S03,Chennai,Card,3
T1335,25-10-2024,P1002,Wheat Flour,Grocery,387,4,1548,C600,S01,Chennai,Card,10
T1336,19-09-2024,P1001,Rice,Grocery,87,8,696,C525,S04,Chennai,Cash,9
T1337,06-06-2024,P4002,Butter,Dairy,364,8,2912,C840,S01,Bangalore,Card,6
T1338,07-02-2024,P1001,Rice,Grocery,316,4,1264,C146,S04,Delhi,UPI,2
T1339,05-02-2024,P1002,Wheat Flour,Grocery,50,9,450,C583,S01,Delhi,Card,2
T1340,24-11-2024,P1003,Cooking Oil,Grocery,412,3,1236,C846,S04,Delhi,Card,11
T1341,11-02-2024,P4001,Milk,Dairy,212,7,1484,C799,S02,Kolkata,Card,2
T1342,20-07-2024,P1002,Wheat Flour,Grocery,295,3,885,C641,S02,Kolkata,Cash,7
T1343,25-08-2024,P1001,Rice,Grocery,172,1,172,C789,S04,Chennai,Card,8
T1344,26-06-2024,P2001,Shampoo,Personal Care,255,4,1020,C258,S03,Mumbai,UPI,6
T1345,04-12-2024,P1002,Wheat Flour,Grocery,434,1,434,C529,S01,Mumbai,Cash,12
T1346,18-01-2024,P1002,Wheat Flour,Grocery,324,2,648,C557,S01,Mumbai,UPI,1
T1347,29-04-2024,P1001,Rice,Grocery,244,7,1708,C652,S02,Hyderabad,Cash,4
T1348,21-10-2024,P4002,Butter,Dairy,139,5,695,C426,S03,Mumbai,Card,10
T1349,30-07-2024,P1003,Cooking Oil,Grocery,133,9,1197,C407,S03,Hyderabad,UPI,7
T1350,13-12-2024,P5001,Soft Drink,Beverages,340,3,1020,C537,S04,Hyderabad,Card,12
T1351,22-12-2024,P3002,Chips,Snacks,183,9,1647,C526,S04,Mumbai,Card,12
T1352,02-10-2024,P3002,Chips,Snacks,406,3,1218,C584,S02,Mumbai,Card,10
T1353,30-01-2024,P1003,Cooking Oil,Grocery,488,8,3904,C675,S04,Bangalore,UPI,1
T1354,04-05-2024,P4002,Butter,Dairy,218,3,654,C361,S02,Delhi,UPI,5
T1355,08-07-2024,P1002,Wheat Flour,Grocery,453,8,3624,C194,S02,Hyderabad,Card,7
T1356,21-01-2024,P3002,Chips,Snacks,328,10,3280,C994,S01,Mumbai,UPI,1
T1357,16-04-2024,P4002,Butter,Dairy,265,4,1060,C990,S03,Delhi,Cash,4
T1358,01-03-2024,P2001,Shampoo,Personal Care,399,4,1596,C864,S04,Mumbai,UPI,3
T1359,02-05-2024,P5001,Soft Drink,Beverages,223,4,892,C665,S03,Delhi,Card,5
T1360,02-07-2024,P4001,Milk,Dairy,352,9,3168,C415,S03,Delhi,UPI,7
T1361,28-08-2024,P4001,Milk,Dairy,70,8,560,C879,S03,Mumbai,Card,8
T1362,15-10-2024,P3001,Biscuits,Snacks,43,7,301,C984,S02,Kolkata,Cash,10
T1363,26-10-2024,P1001,Rice,Grocery,303,5,1515,C693,S04,Delhi,Cash,10
T1364,13-07-2024,P2001,Shampoo,Personal Care,137,6,822,C683,S02,Bangalore,UPI,7
T1365,07-09-2024,P3001,Biscuits,Snacks,410,5,2050,C840,S04,Bangalore,Cash,9
T1366,06-10-2024,P3001,Biscuits,Snacks,91,3,273,C600,S02,Chennai,UPI,10
T1367,08-02-2024,P1001,Rice,Grocery,37,9,333,C937,S01,Hyderabad,Card,2
T1368,28-12-2024,P1003,Cooking Oil,Grocery,54,4,216,C254,S01,Mumbai,UPI,12
T1369,12-11-2024,P4001,Milk,Dairy,50,6,300,C753,S04,Kolkata,Card,11
T1370,09-10-2024,P1001,Rice,Grocery,292,1,292,C521,S01,Hyderabad,UPI,10
T1371,09-01-2024,P2002,Soap,Personal Care,166,9,1494,C614,S04,Mumbai,Cash,1
T1372,03-05-2024,P1002,Wheat Flour,Grocery,96,9,864,C296,S03,Delhi,Card,5
T1373,26-07-2024,P3002,Chips,Snacks,211,2,422,C570,S02,Kolkata,Cash,7
T1374,28-11-2024,P2002,Soap,Personal Care,354,2,708,C877,S01,Hyderabad,Card,11
T1375,31-08-2024,P3002,Chips,Snacks,302,7,2114,C157,S01,Kolkata,Cash,8
T1376,10-08-2024,P1002,Wheat Flour,Grocery,452,8,3616,C760,S03,Chennai,Cash,8
T1377,18-04-2024,P4002,Butter,Dairy,137,1,137,C988,S04,Delhi,Cash,4
T1378,05-10-2024,P1002,Wheat Flour,Grocery,480,5,2400,C677,S01,Mumbai,Card,10
T1379,14-03-2024,P1001,Rice,Grocery,320,4,1280,C870,S04,Hyderabad,Card,3
T1380,17-10-2024,P1003,Cooking Oil,Grocery,143,10,1430,C954,S04,Kolkata,UPI,10
T1381,12-03-2024,P3001,Biscuits,Snacks,406,7,2842,C909,S01,Chennai,UPI,3
T1382,11-08-2024,P3001,Biscuits,Snacks,70,1,70,C337,S01,Delhi,UPI,8
T1383,16-06-2024,P5001,Soft Drink,Beverages,223,10,2230,C130,S03,Bangalore,Card,6
T1384,11-07-2024,P2001,Shampoo,Personal Care,303,6,1818,C542,S02,Kolkata,UPI,7
T1385,12-11-2024,P3002,Chips,Snacks,415,2,830,C402,S02,Kolkata,Cash,11
T1386,13-07-2024,P1002,Wheat Flour,Grocery,98,5,490,C828,S02,Kolkata,Card,7
T1387,16-02-2024,P3001,Biscuits,Snacks,74,6,444,C105,S03,Bangalore,Card,2
T1388,14-02-2024,P2002,Soap,Personal Care,87,2,174,C291,S04,Bangalore,UPI,2
T1389,22-02-2024,P4002,Butter,Dairy,228,9,2052,C126,S01,Delhi,UPI,2
T1390,15-06-2024,P1002,Wheat Flour,Grocery,326,10,3260,C984,S04,Hyderabad,Card,6
T1391,13-02-2024,P3002,Chips,Snacks,418,7,2926,C842,S02,Chennai,UPI,2
T1392,12-03-2024,P1003,Cooking Oil,Grocery,106,7,742,C375,S03,Delhi,Card,3
T1393,10-08-2024,P1003,Cooking Oil,Grocery,105,2,210,C382,S04,Delhi,Card,8
T1394,06-05-2024,P1002,Wheat Flour,Grocery,148,6,888,C838,S04,Chennai,UPI,5
T1395,10-03-2024,P2001,Shampoo,Personal Care,74,8,592,C411,S01,Bangalore,Card,3
T1396,17-06-2024,P5001,Soft Drink,Beverages,431,7,3017,C550,S03,Bangalore,UPI,6
T1397,13-06-2024,P5001,Soft Drink,Beverages,173,3,519,C717,S02,Bangalore,Card,6
T1398,29-05-2024,P1003,Cooking Oil,Grocery,183,7,1281,C852,S04,Chennai,Cash,5
T1399,20-07-2024,P3001,Biscuits,Snacks,163,7,1141,C473,S01,Chennai,Cash,7
T1400,15-12-2024,P5001,Soft Drink,Beverages,112,9,1008,C886,S01,Kolkata,Card,12
T1401,29-05-2024,P2001,Shampoo,Personal Care,428,8,3424,C951,S01,Bangalore,UPI,5
T1402,04-06-2024,P4001,Milk,Dairy,344,3,1032,C347,S03,Kolkata,Cash,6
T1403,17-08-2024,P3002,Chips,Snacks,57,7,399,C712,S04,Chennai,Card,8
T1404,20-12-2024,P4002,Butter,Dairy,492,9,4428,C528,S01,Delhi,UPI,12
T1405,13-02-2024,P4002,Butter,Dairy,346,10,3460,C211,S02,Kolkata,UPI,2
T1406,09-11-2024,P3001,Biscuits,Snacks,351,3,1053,C145,S04,Delhi,Card,11
T1407,12-05-2024,P1002,Wheat Flour,Grocery,70,1,70,C327,S02,Bangalore,Card,5
T1408,13-12-2024,P3002,Chips,Snacks,415,8,3320,C702,S02,Delhi,Cash,12
T1409,31-07-2024,P4001,Milk,Dairy,171,2,342,C187,S01,Kolkata,Cash,7
T1410,21-08-2024,P3001,Biscuits,Snacks,195,5,975,C903,S02,Chennai,Card,8
T1411,12-08-2024,P3001,Biscuits,Snacks,69,8,552,C839,S04,Delhi,Cash,8
T1412,29-12-2024,P2002,Soap,Personal Care,434,1,434,C217,S01,Delhi,UPI,12
T1413,04-05-2024,P1002,Wheat Flour,Grocery,496,3,1488,C628,S02,Chennai,Cash,5
T1414,24-08-2024,P3001,Biscuits,Snacks,238,9,2142,C337,S04,Kolkata,Cash,8
T1415,15-01-2024,P1003,Cooking Oil,Grocery,222,7,1554,C855,S02,Bangalore,UPI,1
T1416,26-12-2024,P3002,Chips,Snacks,22,7,154,C319,S02,Delhi,UPI,12
T1417,01-10-2024,P1002,Wheat Flour,Grocery,72,10,720,C291,S03,Delhi,Cash,10
T1418,09-12-2024,P4001,Milk,Dairy,154,2,308,C983,S04,Chennai,UPI,12
T1419,08-11-2024,P3001,Biscuits,Snacks,218,10,2180,C501,S01,Delhi,Card,11
T1420,10-12-2024,P4001,Milk,Dairy,108,10,1080,C822,S03,Chennai,UPI,12
T1421,01-03-2024,P1002,Wheat Flour,Grocery,180,3,540,C344,S03,Hyderabad,Cash,3
T1422,17-07-2024,P3001,Biscuits,Snacks,281,3,843,C528,S02,Chennai,Card,7
T1423,21-11-2024,P3002,Chips,Snacks,269,3,807,C650,S02,Chennai,Cash,11
T1424,05-04-2024,P4001,Milk,Dairy,91,5,455,C422,S04,Chennai,Cash,4
T1425,10-03-2024,P3001,Biscuits,Snacks,268,1,268,C299,S04,Chennai,UPI,3
T1426,08-09-2024,P4001,Milk,Dairy,370,7,2590,C525,S04,Bangalore,Cash,9
T1427,22-04-2024,P1002,Wheat Flour,Grocery,35,10,350,C399,S01,Delhi,Cash,4
T1428,22-08-2024,P4002,Butter,Dairy,106,5,530,C679,S04,Chennai,UPI,8
T1429,17-05-2024,P1002,Wheat Flour,Grocery,78,10,780,C893,S03,Chennai,Cash,5
T1430,05-08-2024,P4001,Milk,Dairy,131,9,1179,C204,S02,Delhi,Cash,8
T1431,14-02-2024,P4001,Milk,Dairy,198,5,990,C549,S01,Mumbai,Cash,2
T1432,29-12-2024,P5001,Soft Drink,Beverages,460,6,2760,C724,S04,Mumbai,UPI,12
T1433,15-04-2024,P1003,Cooking Oil,Grocery,436,4,1744,C924,S01,Chennai,Card,4
T1434,02-10-2024,P4002,Butter,Dairy,325,5,1625,C272,S03,Kolkata,Card,10
T1435,20-09-2024,P2002,Soap,Personal Care,156,10,1560,C795,S01,Mumbai,Card,9
T1436,01-12-2024,P1001,Rice,Grocery,463,5,2315,C229,S02,Mumbai,Cash,12
T1437,12-12-2024,P3001,Biscuits,Snacks,409,4,1636,C502,S04,Mumbai,UPI,12
T1438,19-08-2024,P2002,Soap,Personal Care,212,7,1484,C177,S01,Bangalore,UPI,8
T1439,06-09-2024,P2002,Soap,Personal Care,252,6,1512,C435,S01,Kolkata,Cash,9
T1440,02-02-2024,P4001,Milk,Dairy,455,6,2730,C914,S04,Mumbai,Card,2
T1441,14-06-2024,P2001,Shampoo,Personal Care,157,8,1256,C948,S03,Delhi,UPI,6
T1442,05-09-2024,P5001,Soft Drink,Beverages,309,3,927,C907,S03,Kolkata,Cash,9
T1443,23-08-2024,P1001,Rice,Grocery,340,2,680,C116,S01,Mumbai,Card,8
T1444,13-04-2024,P4001,Milk,Dairy,239,1,239,C805,S02,Kolkata,Card,4
T1445,01-12-2024,P1003,Cooking Oil,Grocery,67,5,335,C469,S03,Hyderabad,Card,12
T1446,16-11-2024,P1003,Cooking Oil,Grocery,222,1,222,C412,S02,Bangalore,UPI,11
T1447,19-04-2024,P1002,Wheat Flour,Grocery,20,2,40,C588,S01,Mumbai,UPI,4
T1448,15-08-2024,P2001,Shampoo,Personal Care,368,9,3312,C109,S01,Kolkata,Card,8
T1449,08-03-2024,P1002,Wheat Flour,Grocery,375,7,2625,C589,S01,Mumbai,Card,3
T1450,09-06-2024,P1002,Wheat Flour,Grocery,72,2,144,C476,S03,Mumbai,Card,6
T1451,28-09-2024,P1003,Cooking Oil,Grocery,55,3,165,C676,S01,Chennai,UPI,9
T1452,19-04-2024,P1003,Cooking Oil,Grocery,199,8,1592,C743,S02,Bangalore,UPI,4
T1453,21-02-2024,P4001,Milk,Dairy,64,4,256,C243,S01,Chennai,UPI,2
T1454,10-06-2024,P3002,Chips,Snacks,239,6,1434,C910,S02,Mumbai,Card,6
T1455,03-11-2024,P1002,Wheat Flour,Grocery,303,4,1212,C714,S03,Kolkata,Cash,11
T1456,06-11-2024,P2002,Soap,Personal Care,285,4,1140,C621,S02,Kolkata,Card,11
T1457,02-05-2024,P2002,Soap,Personal Care,421,1,421,C606,S04,Hyderabad,Cash,5
T1458,27-09-2024,P4001,Milk,Dairy,56,10,560,C112,S03,Delhi,Cash,9
T1459,06-07-2024,P3002,Chips,Snacks,235,10,2350,C659,S02,Bangalore,Cash,7
T1460,08-01-2024,P1001,Rice,Grocery,54,10,540,C368,S02,Hyderabad,Cash,1
T1461,17-11-2024,P3002,Chips,Snacks,166,9,1494,C829,S04,Bangalore,UPI,11
T1462,01-10-2024,P3002,Chips,Snacks,347,2,694,C650,S02,Delhi,Cash,10
T1463,14-04-2024,P2002,Soap,Personal Care,281,2,562,C927,S02,Chennai,Card,4
T1464,28-11-2024,P3002,Chips,Snacks,344,10,3440,C797,S01,Delhi,UPI,11
T1465,05-05-2024,P3002,Chips,Snacks,49,4,196,C188,S04,Hyderabad,Card,5
T1466,07-06-2024,P5001,Soft Drink,Beverages,48,10,480,C782,S02,Hyderabad,Cash,6
T1467,11-09-2024,P1003,Cooking Oil,Grocery,103,1,103,C455,S03,Mumbai,Card,9
T1468,01-03-2024,P1003,Cooking Oil,Grocery,395,5,1975,C889,S01,Delhi,Card,3
T1469,14-05-2024,P2002,Soap,Personal Care,52,9,468,C829,S01,Bangalore,Card,5
T1470,12-09-2024,P4002,Butter,Dairy,48,6,288,C979,S02,Delhi,Cash,9
T1471,20-10-2024,P2002,Soap,Personal Care,477,2,954,C790,S01,Mumbai,UPI,10
T1472,07-01-2024,P4002,Butter,Dairy,42,1,42,C350,S01,Bangalore,Card,1
T1473,19-01-2024,P3002,Chips,Snacks,111,3,333,C666,S04,Mumbai,Card,1
T1474,12-06-2024,P2001,Shampoo,Personal Care,488,7,3416,C377,S01,Chennai,Card,6
T1475,27-01-2024,P1002,Wheat Flour,Grocery,364,9,3276,C283,S02,Chennai,Cash,1
T1476,26-08-2024,P3002,Chips,Snacks,469,2,938,C986,S03,Delhi,Card,8
T1477,05-01-2024,P1002,Wheat Flour,Grocery,253,9,2277,C477,S02,Delhi,UPI,1
T1478,25-08-2024,P2002,Soap,Personal Care,144,10,1440,C477,S04,Mumbai,UPI,8
T1479,04-01-2024,P4002,Butter,Dairy,97,4,388,C519,S01,Mumbai,UPI,1
T1480,01-01-2024,P3001,Biscuits,Snacks,191,1,191,C877,S04,Kolkata,UPI,1
T1481,28-09-2024,P2002,Soap,Personal Care,125,2,250,C343,S04,Bangalore,Cash,9
T1482,23-01-2024,P1003,Cooking Oil,Grocery,67,5,335,C337,S04,Kolkata,Card,1
T1483,18-02-2024,P4001,Milk,Dairy,317,2,634,C617,S02,Kolkata,Card,2
T1484,01-02-2024,P1002,Wheat Flour,Grocery,310,10,3100,C545,S02,Mumbai,Card,2
T1485,20-07-2024,P2002,Soap,Personal Care,494,6,2964,C817,S03,Delhi,Card,7
T1486,13-04-2024,P2002,Soap,Personal Care,58,4,232,C239,S01,Mumbai,Cash,4
T1487,09-06-2024,P1003,Cooking Oil,Grocery,258,8,2064,C516,S01,Chennai,Card,6
T1488,25-08-2024,P2001,Shampoo,Personal Care,177,8,1416,C371,S01,Hyderabad,Cash,8
T1489,20-04-2024,P2002,Soap,Personal Care,40,10,400,C955,S03,Mumbai,Cash,4
T1490,19-09-2024,P2001,Shampoo,Personal Care,222,6,1332,C150,S03,Delhi,Cash,9
T1491,19-08-2024,P1001,Rice,Grocery,457,7,3199,C669,S02,Hyderabad,Card,8
T1492,07-01-2024,P1002,Wheat Flour,Grocery,82,3,246,C163,S02,Mumbai,Cash,1
T1493,18-11-2024,P3002,Chips,Snacks,371,6,2226,C760,S01,Chennai,UPI,11
T1494,03-02-2024,P2002,Soap,Personal Care,31,2,62,C302,S04,Mumbai,Cash,2
T1495,24-08-2024,P3001,Biscuits,Snacks,41,2,82,C151,S02,Chennai,Card,8
T1496,14-07-2024,P3002,Chips,Snacks,35,8,280,C799,S04,Mumbai,Card,7
T1497,23-05-2024,P2001,Shampoo,Personal Care,160,3,480,C556,S02,Hyderabad,UPI,5
T1498,27-11-2024,P5001,Soft Drink,Beverages,145,10,1450,C402,S04,Bangalore,UPI,11
T1499,23-05-2024,P4001,Milk,Dairy,64,1,64,C492,S02,Bangalore,Cash,5
T1500,05-10-2024,P4002,Butter,Dairy,342,4,1368,C913,S01,Bangalore,UPI,10
T1501,05-09-2024,P3001,Biscuits,Snacks,298,8,2384,C452,S03,Bangalore,Card,9
T1502,01-11-2024,P1003,Cooking Oil,Grocery,183,1,183,C324,S01,Delhi,Cash,11
T1503,26-10-2024,P4001,Milk,Dairy,203,9,1827,C338,S02,Hyderabad,Cash,10
T1504,29-01-2024,P2001,Shampoo,Personal Care,293,5,1465,C882,S02,Chennai,Card,1
T1505,01-05-2024,P3001,Biscuits,Snacks,110,3,330,C706,S03,Kolkata,UPI,5
T1506,26-12-2024,P3001,Biscuits,Snacks,34,10,340,C817,S03,Chennai,UPI,12
T1507,09-09-2024,P1003,Cooking Oil,Grocery,116,10,1160,C655,S03,Mumbai,Card,9
T1508,29-04-2024,P1001,Rice,Grocery,48,2,96,C716,S02,Hyderabad,UPI,4
T1509,10-11-2024,P4001,Milk,Dairy,189,1,189,C306,S02,Delhi,UPI,11
T1510,12-01-2024,P1003,Cooking Oil,Grocery,50,6,300,C251,S02,Hyderabad,UPI,1
T1511,26-12-2024,P3001,Biscuits,Snacks,211,2,422,C778,S04,Chennai,Cash,12
T1512,10-03-2024,P3001,Biscuits,Snacks,185,5,925,C261,S04,Kolkata,Card,3
T1513,14-10-2024,P3001,Biscuits,Snacks,382,3,1146,C810,S03,Mumbai,UPI,10
T1514,06-06-2024,P5001,Soft Drink,Beverages,213,3,639,C851,S03,Mumbai,Cash,6
T1515,17-10-2024,P1001,Rice,Grocery,220,10,2200,C133,S02,Chennai,Card,10
T1516,16-10-2024,P5001,Soft Drink,Beverages,347,4,1388,C206,S04,Mumbai,Card,10
T1517,12-06-2024,P1002,Wheat Flour,Grocery,197,4,788,C271,S01,Kolkata,UPI,6
T1518,15-05-2024,P3001,Biscuits,Snacks,25,8,200,C314,S02,Kolkata,Cash,5
T1519,25-02-2024,P3001,Biscuits,Snacks,422,5,2110,C837,S01,Hyderabad,Card,2
T1520,30-07-2024,P4001,Milk,Dairy,105,7,735,C604,S04,Delhi,UPI,7
T1521,02-09-2024,P3002,Chips,Snacks,444,2,888,C907,S02,Mumbai,Card,9
T1522,11-01-2024,P1002,Wheat Flour,Grocery,170,1,170,C426,S03,Hyderabad,Cash,1
T1523,11-07-2024,P3001,Biscuits,Snacks,474,3,1422,C264,S01,Chennai,Cash,7
T1524,04-09-2024,P3001,Biscuits,Snacks,334,10,3340,C821,S01,Bangalore,UPI,9
T1525,10-08-2024,P1003,Cooking Oil,Grocery,475,10,4750,C260,S01,Hyderabad,Card,8
T1526,22-12-2024,P2001,Shampoo,Personal Care,229,4,916,C667,S03,Kolkata,Card,12
T1527,26-01-2024,P2002,Soap,Personal Care,69,4,276,C502,S04,Mumbai,Cash,1
T1528,14-02-2024,P3001,Biscuits,Snacks,238,1,238,C401,S04,Mumbai,Cash,2
T1529,22-11-2024,P1001,Rice,Grocery,107,4,428,C398,S01,Bangalore,Cash,11
T1530,07-09-2024,P2002,Soap,Personal Care,261,7,1827,C776,S03,Hyderabad,UPI,9
T1531,08-07-2024,P4002,Butter,Dairy,114,7,798,C490,S03,Mumbai,Card,7
T1532,26-08-2024,P1001,Rice,Grocery,245,5,1225,C369,S02,Delhi,UPI,8
T1533,22-12-2024,P1001,Rice,Grocery,405,3,1215,C783,S01,Hyderabad,UPI,12
T1534,28-10-2024,P3001,Biscuits,Snacks,231,9,2079,C332,S01,Bangalore,UPI,10
T1535,31-08-2024,P3002,Chips,Snacks,371,9,3339,C686,S02,Bangalore,Card,8
T1536,31-12-2024,P1002,Wheat Flour,Grocery,482,7,3374,C135,S02,Hyderabad,Card,12
T1537,08-04-2024,P1003,Cooking Oil,Grocery,128,3,384,C229,S01,Bangalore,Cash,4
T1538,17-11-2024,P3002,Chips,Snacks,441,4,1764,C251,S03,Delhi,UPI,11
T1539,11-10-2024,P1002,Wheat Flour,Grocery,218,2,436,C506,S03,Delhi,UPI,10
T1540,24-12-2024,P4001,Milk,Dairy,422,1,422,C738,S04,Hyderabad,Card,12
T1541,28-10-2024,P1003,Cooking Oil,Grocery,310,3,930,C696,S01,Hyderabad,UPI,10
T1542,01-10-2024,P1002,Wheat Flour,Grocery,464,5,2320,C452,S04,Delhi,Card,10
T1543,30-08-2024,P4001,Milk,Dairy,331,10,3310,C138,S02,Delhi,Card,8
T1544,14-12-2024,P1003,Cooking Oil,Grocery,331,10,3310,C810,S04,Hyderabad,Card,12
T1545,31-08-2024,P3001,Biscuits,Snacks,45,4,180,C375,S03,Hyderabad,Card,8
T1546,08-09-2024,P2002,Soap,Personal Care,163,5,815,C978,S01,Mumbai,Cash,9
T1547,13-06-2024,P2002,Soap,Personal Care,416,8,3328,C375,S04,Chennai,UPI,6
T1548,18-04-2024,P1002,Wheat Flour,Grocery,246,4,984,C943,S04,Kolkata,Card,4
T1549,29-01-2024,P4002,Butter,Dairy,440,6,2640,C627,S02,Hyderabad,Card,1
T1550,25-09-2024,P4002,Butter,Dairy,89,7,623,C682,S01,Mumbai,Cash,9
T1551,17-01-2024,P2001,Shampoo,Personal Care,147,1,147,C567,S01,Delhi,UPI,1
T1552,25-08-2024,P2001,Shampoo,Personal Care,208,5,1040,C617,S04,Kolkata,Cash,8
T1553,07-09-2024,P1001,Rice,Grocery,210,4,840,C708,S04,Mumbai,Card,9
T1554,25-06-2024,P5001,Soft Drink,Beverages,199,9,1791,C267,S03,Kolkata,UPI,6
T1555,16-07-2024,P1002,Wheat Flour,Grocery,34,5,170,C150,S02,Chennai,Cash,7
T1556,15-04-2024,P2001,Shampoo,Personal Care,366,4,1464,C375,S04,Chennai,Cash,4
T1557,08-03-2024,P1001,Rice,Grocery,486,8,3888,C762,S02,Chennai,Cash,3
